,index,brand,name,price,Touchscreen,Gaming,os,warranty,display_inches,resolution_width,resolution_height,ram_gb,ram_type,rom_gb,rom_type,core_count,gpu_brand,gpu_name,cpu_gen,cpu_brand,cpu_name,rating
0,1.0,HP,HP Victus 15-fb0157AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),52000.0,touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,AMD,4 GB  Radeon RX 6500M,5,AMD,AMD Ryzen 5 5600H,73.0
1,2.0,HP,HP 15s-fq5007TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),37990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,Intel,UHD Graphics,12,Intel,Intel Core i3 1215U,60.0
2,3.0,Lenovo,Lenovo Yoga Slim 6 14IAP8 82WU0095IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),59990.0,not-touchscreen,not-gaming,windows,1 ,14.0,2240.0,1400.0,16 ,LPDDR5,512,SSD,12 ,Intel,Integrated Iris Xe,12,Intel,Intel Core i5 1240P,66.0
3,4.0,Lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),55990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,4,NVIDIA,4 GB  GeForce GTX 1650,11,Intel,Intel Core i5 11300H,71.0
4,5.0,Acer,Acer Aspire Lite AL15-51 2023 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),39790.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,4,Intel,Iris Xe Graphics,11,Intel,Intel Core i5 1155G7,64.0
5,6.0,HP,HP 15s-fq2510tu Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),49590.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,4,Intel,Iris Xe Graphics,11,Intel,Intel Core i5 1135G7,64.0
6,7.0,Dell,Dell Inspiron 3520 D560896WIN9B Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),37490.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,Intel,UHD Graphics,12,Intel,Intel Core i3 1215U,60.0
7,8.0,Acer,Acer One 14 Z8-415 Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),26990.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1080.0,8 ,DDR4,512,SSD,2,Intel,‎ Iris Xe Graphics,11,Intel,Intel Core i3 1115G4,
8,9.0,Apple,Apple MacBook Air 2020 MGND3HN Laptop (Apple M1/ 8GB/ 256GB SSD/ MacOS),75999.0,not-touchscreen,not-gaming,mac,1 ,13.3,2560.0,1600.0,8 ,DDR4,256,SSD,8,Apple,M1 Integrated Graphics,0,Apple,,
9,10.0,Wings,Wings Nuvobook V1 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),29990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1080.0,1920.0,8 ,DDR4,512,SSD,4,Intel,Graphics,11,Intel,Intel Core i5 1135G7,
10,11.0,Asus,Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),85800.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,12 ,NVIDIA,4 GB  GeForce RTX 3050,12,Intel,Intel Core i5 12500H,76.0
11,12.0,Asus,Asus VivoBook 15 X515EA-EJ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47500.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,4,Intel,Integrated Iris Xe,11,Intel,Intel Core i5 1135G7,60.0
12,13.0,Lenovo,Lenovo V15 82QYA00MIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),23840.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,256,SSD,2,Intel,Integrated  UHD Graphics,0,Intel,,
13,14.0,Apple,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),107990.0,not-touchscreen,not-gaming,mac,1 ,13.6,2560.0,1664.0,8 ,DDR4,256,SSD,8,,8-Core GPU,0,Apple,,
14,15.0,Acer,Acer Extensa 15 EX215-33 2023 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),26990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,LPDDR5,512,SSD,8,Intel,Integrated UHD,0,Intel,,
15,16.0,MSI,MSI Modern 14 C11M-031IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),28990.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1080.0,8 ,DDR4,512,SSD,2,Intel,Integrated UHD,11,Intel,Intel Core i3 1115G4,
16,17.0,Lenovo,Lenovo V15 G3 IAP 82TTA08AIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/Win11),52990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,10 ,Intel,Integrated UHD,12,Intel,Intel Core i7 1255U,
17,18.0,Acer,Acer Nitro V ANV15-51 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),76990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR5,512,SSD,8,NVIDIA,6 GB  GeForce RTX 4050,13,Intel,Intel Core i5 13420H,63.0
18,19.0,Acer,Acer Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54954.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,12 ,NVIDIA,4 GB  GeForce RTX 2050,12,Intel,Intel Core i5 1240P,71.0
19,20.0,Infinix,Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),33990.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1080.0,16 ,LPDDR4X,512,SSD,4,Intel,Integrated Iris Xe,11,Intel,Intel Core i5 1155G7,
20,21.0,HP,HP Victus 15-fa0666TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),68499.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,8,NVIDIA,4 GB  GeForce RTX 3050,12,Intel,Intel Core i5 12450H,65.0
21,22.0,Samsung,Samsung Galaxy Book2 Pro 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),69990.0,not-touchscreen,not-gaming,windows,1 ,13.3,1080.0,1920.0,16 ,LPDDR5,512,SSD,12 ,Intel,Iris Xe Graphics,12,Intel,Intel Core i5 1240P,68.0
22,23.0,Asus,Asus Vivobook 15 X1502ZA-EJ523WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),50378.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,12 ,Intel,Iris Xe,12,Intel,Intel Core i5 12500H,64.0
23,24.0,Asus,Asus TUF Gaming F15 FX506HF-HN024W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),54398.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,NVIDIA,4 GB  GeForce RTX 2050,11,Intel,Intel Core i5 11400H,70.0
24,25.0,Primebook,Primebook 4G Android Laptop (MediaTek Kompanio 500/ 4GB/ 64GB eMMC/ Android 11),10990.0,not-touchscreen,not-gaming,other,1 ,11.6,1366.0,768.0,4 ,LPDDR4,64,Hard Disk,8,,ARM Mali G72,0,MediaTek,,
25,26.0,Asus,Asus TUF Gaming F15 FX506HE-HN382W Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),80990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,8,NVIDIA,4 GB  GeForce RTX 3050 Ti,11,Intel,Intel Core i7 11800H,71.0
26,27.0,Infinix,Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),26990.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1080.0,8 ,LPDDR4X,512,SSD,6,Intel,Integrated Iris Xe,12,Intel,Intel Core i3 1215U,
27,28.0,Dell,Dell G15-5520 2023 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),77490.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR5,,SSD,12 ,NVIDIA,4 GB  GeForce RTX 3050,12,Intel,Intel Core i5 12500H,73.0
28,29.0,Acer,Acer Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,8,NVIDIA,4 GB  GeForce RTX 2050,12,Intel,Intel Core i5 12450H,72.0
29,30.0,Acer,Acer Extensa EX214-53 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),39990.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1080.0,8 ,DDR4,512,SSD,12 ,Intel,Iris Xe Graphics,12,Intel,Intel Core i5 1240P,62.0
30,31.0,HP,HP Victus 15-fa0555TX  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),71390.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,8,NVIDIA,4 GB  GeForce RTX 3050,12,Intel,Intel Core i5 12450H,71.0
31,32.0,HP,HP Victus 15-fa0998TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69999.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,8,NVIDIA,4 GB  GeForce RTX 3050,12,Intel,Intel Core i5 12450H,72.0
32,33.0,Lenovo,Lenovo V15 82KDA01DIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 256GB SSD/ Win11 Home),33990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,256,SSD,4,AMD,Radeon Graphics,5,AMD,AMD Ryzen 3 5300U,61.0
33,34.0,Zebronics,Zebronics Pro Series Z ZEB-NBC 4S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),44990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,10 ,Intel,Integrated,12,Intel,Intel Core i5 1235U,69.0
34,35.0,HP,HP 15S-FQ5202TU Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),51949.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,10 ,Intel,Iris Xe Graphics,12,Intel,Intel Core i5 1235U,
35,36.0,HP,HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),53790.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,6,AMD,4 GB  Radeon RX 6500M Graphics,5,AMD,AMD Ryzen 5 5600H,71.0
36,37.0,Dell,Dell Inspiron 3525 Laptop (AMD Ryzen R3 5300U/ 8GB/ 512GB SSD/ Win11),30990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,4,AMD,Radeon Radeon Graphics,5,AMD,AMD Ryzen 3 5300U,
37,38.0,Lenovo,Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),88990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR5,512,SSD,8,NVIDIA,6 GB  GeForce RTX 3050,12,Intel,Intel Core i5 12450H,70.0
38,39.0,Dell,Dell Inspiron 3530 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),71990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,10 ,Intel,UHD Graphics,13,Intel,Intel Core i7 1355U,
39,40.0,Asus,Asus Vivobook 15 X1502ZA-EJ741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),64990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,10 ,Intel,Iris Xe,12,Intel,Intel Core i7 12650H,67.0
40,41.0,Infinix,Infinix Zerobook 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),79990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,32 ,LPDDR5X,,SSD,14 ,Intel,Integrated Iris Xe,13,Intel,Intel Core i9 13900H,71.0
41,42.0,HP,HP 255 G9 840T7PA Laptop (AMD Athlon Silver-3050U/ 4GB/ 256GB SSD/ DOS),19959.0,not-touchscreen,not-gaming,other,1 ,15.6,1366.0,768.0,4 ,DDR4,256,SSD,2,AMD,Integrated,3,AMD,AMD Athlon 3050U,
42,43.0,Asus,Asus Zenbook 14X OLED 2023 M5401QA-KM541WS Laptop (Ryzen 5 5600H / 16GB/ 512GB SSD/ Win11 Home),59990.0,not-touchscreen,not-gaming,windows,1 ,14.0,2880.0,1800.0,16 ,LPDDR4X,512,SSD,6,AMD,Radeon,5,AMD,AMD Ryzen 5 5600H,64.0
43,44.0,Acer,Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),60990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,8,NVIDIA,4 GB  GeForce GTX 3050,12,Intel,Intel Core i5 12450H,70.0
44,45.0,Asus,Asus Vivobook 16X 2023 K3605ZF-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),70990.0,not-touchscreen,not-gaming,windows,1 ,16.0,1920.0,1200.0,16 ,DDR4,512,SSD,8,NVIDIA,4 GB  GeForce RTX 2050,12,Intel,Intel Core i5 12450H,72.0
45,46.0,HP,HP Pavilion 15-eg3081TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),72990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,12 ,Intel,Integrated Integrated,13,Intel,Intel Core i5 1340P,66.0
46,47.0,Ultimus,Ultimus Pro NU14U3INC43BN-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11 Home),9990.0,not-touchscreen,not-gaming,windows,1 ,14.1,1366.0,768.0,4 ,DDR4,128,SSD,2,Intel,Integrated UHD Graphics,0,Intel,,
47,48.0,HP,HP 15s-eq2132AU Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),41999.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,6,AMD,Radeon,5,AMD,AMD Ryzen 5 5500U,63.0
48,49.0,HP,HP 15s-fr2515TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35700.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,2,Intel,UHD Graphics,11,Intel,Intel Core i3 1115G4,60.0
49,50.0,Acer,Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),30999.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,2,Intel,UHD Graphics,11,Intel,Intel Core i3 1115G4,
50,51.0,HP,HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),71990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,12 ,Intel,Integrated  Iris Xe Graphics,13,Intel,Intel Core i5 1340p,66.0
51,52.0,Primebook,Primebook 4G Android Laptop (MediaTek Kompanio 500/ 4GB/ 128GB eMMC/ Android 11),11990.0,not-touchscreen,not-gaming,,1 ,11.6,1366.0,768.0,4 ,LPDDR4,128,Hard Disk,8,,ARM Mali G72,0,MediaTek,,
52,53.0,Samsung,Samsung Galaxy Book2 NP550XED-KA2IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),51990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,LPDDR4,512,SSD,10 ,Intel,Integrated UHD,12,Intel,Intel Core i5 1235U,62.0
53,54.0,Dell,Dell G15-5520 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),67499.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR5,512,SSD,12 ,NVIDIA,4 GB  GeForce RTX 3050,12,Intel,Intel Core i5 12500H,74.0
54,55.0,HP,HP 14s-fq1092au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),43890.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1080.0,8 ,DDR4,512,SSD,6,AMD,Radeon,5,AMD,AMD Ryzen 5  5500U,64.0
55,56.0,Lenovo,Lenovo IdeaPad Gaming 3 82SB00V2IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),56889.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,NVIDIA,4 GB  GeForce RTX 3050,6,AMD,AMD Ryzen 5 6600H,60.0
56,57.0,Asus,Asus Vivobook 15 X1502ZA-EJ544WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),55999.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,12 ,Intel,Iris Xe,12,Intel,Intel Core i5 12500H,63.0
57,58.0,Acer,Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),144990.0,not-touchscreen,gaming,windows,1 ,16.0,1920.0,1200.0,16 ,DDR5,,SSD,24 ,NVIDIA,8 GB  GeForce RTX 4070,13,Intel,Intel Core i9 13900HX,78.0
58,59.0,HP,HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),49990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,AMD,4 GB  Radeon RX 6500M,5,AMD,AMD Ryzen 5  5600H,67.0
59,60.0,Acer,Acer Aspire Lite AL15 Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),37990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,6,AMD,Graphics,5,AMD,AMD Ryzen 5 5500U,60.0
60,61.0,Dell,Dell G15-5530 GN5530D83M6002ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),82490.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR5,512,SSD,10 ,NVIDIA,6 GB  GeForce RTX 3050,13,Intel,Intel Core i5 13450HX,71.0
61,62.0,MSI,MSI GF63 Thin 11UC-1294IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),65990.0,not-touchscreen,gaming,windows,,15.6,1920.0,1080.0,16 ,DDR4,1280,SSD+ Hard Disk,8,NVIDIA,4 GB  GeForce RTX 3050,11,Intel,Intel Core i7 11800H,76.0
62,63.0,HP,HP Victus 16-d0311TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),59990.0,not-touchscreen,gaming,windows,1 ,16.1,1920.0,1080.0,16 ,DDR4,512,SSD,6,NVIDIA,4 GB  GeForce GTX 1650,11,Intel,Intel Core i5 11400H,73.0
63,64.0,Asus,Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),62990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,6,NVIDIA,4 GB  GeForce RTX 3050,11,Intel,Intel Core i5 11400H,72.0
64,65.0,Asus,Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home),56990.0,not-touchscreen,not-gaming,windows,1 ,16.0,1920.0,1200.0,16 ,DDR4,512,SSD,8,AMD,Radeon Vega 7,5,AMD,AMD Ryzen 7  5800H,71.0
65,66.0,Acer,Acer Swift Go NXKPZSI002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),64990.0,not-touchscreen,not-gaming,windows,1 ,14.0,2880.0,1800.0,16 ,LPDDR5,512,SSD,12 ,Intel,Integrated Iris Xe,13,Intel,Intel Core i5 13500H,64.0
66,67.0,HP,HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),55890.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR5,512,SSD,6,NVIDIA,4 GB  GeForce RTX 2050,7,AMD,AMD Ryzen 5 7535HS,70.0
67,68.0,Lenovo,Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),114990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR5,512,SSD,,NVIDIA,8 GB  GeForce RTX 4060,13,Intel,Intel Core i7,63.0
68,69.0,Dell,Dell Inspiron 5430 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),86990.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1200.0,16 ,LPDDR5,,SSD,12 ,Intel,Iris Xe Graphics,13,Intel,Intel Core i7 1360P,66.0
69,70.0,Asus,Asus VivoBook 14 X415EA-EK326WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),30990.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1080.0,8 ,DDR4,512,SSD,2,Intel,Integrated  UHD,11,Intel,Intel Core i3 1115G4,
70,71.0,Lenovo,Lenovo V15 G4 ‎82YU00W7IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),29990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,LPDDR5,512,SSD,4,AMD,Radeon Graphics,7,AMD,AMD Ryzen 3 7320U,
71,72.0,HP,HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),37990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,Intel,UHD Graphics,12,Intel,Intel Core i3 1215U,
72,73.0,HP,HP Victus 16-d0333TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),57931.0,not-touchscreen,gaming,windows,1 ,16.1,1920.0,1080.0,16 ,DDR4,512,SSD,6,NVIDIA,4 GB  GeForce GTX 1650,11,Intel,Intel Core i5 11400H,75.0
73,74.0,HP,HP 255 G9 7B1L8PA Laptop (AMD Ryzen 5 5625U/ 8GB/ 512 GB SSD/ Win11 Home),37999.0,not-touchscreen,not-gaming,windows,1 ,15.6,1366.0,768.0,8 ,DDR4,512,SSD,6,AMD,Radeon Graphics,5,AMD,AMD Ryzen 5 5625U,64.0
74,75.0,MSI,MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),43990.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1080.0,16 ,DDR4,512,SSD,6,AMD,Radeon,7,AMD,AMD Ryzen 5 7530U,62.0
75,76.0,Acer,Acer Aspire 3 A315-24P NX.KDESI.003 Laptop (Ryzen 3 7520U/ 8GB/ 512GB SSD/ Win11 Home),27990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,LPDDR5,512,SSD,4,AMD,Radeon Graphiics,7,AMD,AMD Ryzen 3 7320U,
76,77.0,MSI,MSI Titan GT77 HX 13VI-092IN Gaming Laptop (13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Home/ 16GB Graph),570990.0,not-touchscreen,gaming,windows,2 ,17.3,3840.0,2160.0,64 ,DDR5,,SSD,24 ,NVIDIA,16 GB  GeForce RTX 4090,13,Intel,Intel Core i9 13980HX,
77,78.0,Infinix,Infinix INBook Y1 Plus Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Win 11 Home),22990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,LPDDR4X,256,SSD,2,Intel,Integrated UHD,10,Intel,Intel Core i3 1005G1,
78,79.0,HP,HP Victus 15-fa0070TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),57490.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,8,NVIDIA,4 GB  GeForce GTX 1650,12,Intel,Intel Core i5 12450H,70.0
79,80.0,Asus,Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home),49900.0,not-touchscreen,not-gaming,windows,1 ,16.0,1920.0,1200.0,8 ,DDR4,512,SSD,6,AMD,Radeon Vega 7,5,AMD,AMD Ryzen 5 5600H,65.0
80,81.0,HP,HP Pavilion 15-eg2002TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),75685.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,12 ,Intel,Iris Xᵉ Graphics,12,Intel,Intel Core i5 1240P,64.0
81,82.0,Acer,Acer C733 NX.H8VSI.004 Chromebook (Celeron Dual Core/ 4GB/ 16GB eMMC/ Chrome OS),9990.0,not-touchscreen,not-gaming,other,1 ,11.6,1366.0,768.0,4 ,DDR4,,SSD+ Hard Disk,2,Intel,Integrated UHD 600,0,Intel,,
82,83.0,Acer,Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),31470.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,LPDDR5,512,SSD,4,AMD,Radeon,7,AMD,AMD Ryzen 5 7520U,
83,84.0,HP,HP 15s-fq5185TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),38990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,Intel,Integrated UHD,12,Intel,Intel Core i3 1215U,
